,id,created_at,full_text,Station1,Station1_Index,Station2,Station2_Index,Line1,Line2
2143,4.19E+17,2/1/2014,[NSL]: Estimate 10 mins additional travelling time from #YioChuKang to #Bishan towards MarinaBay due to a traction power fault.,marina bay,NS27,yio chu kang,NS15,NSL,NA
2148,4.13E+17,18/12/2013,[EWL]: Estimate 10 mins additional travelling time from #JurongEast to #OutramPark towards #PasirRis due to train fault.,jurong east,NS1,outram park,EW16,EWL,NA
2150,3.96E+17,1/11/2013,[EWL]: Estimate 10 mins additional travelling time from #BoonLay to #JooKoon towards JooKoon due to track fault.,boon lay,EW27,joo koon,EW29,EWL,NA
2157,3.94E+17,26/10/2013,[CCL] Expect longer travel time (~10min) between #LabradorPark &amp; #HarbourFront stations due to power cable change. http://t.co/M6xQuxGQ4P,harbourfront,NE1,labrador park,CC27,CCL,NA
2160,3.94E+17,25/10/2013,"[CCL]On 27 Oct,6-10am, travel time between #LabradorPark &amp; #HarbourFront will be longer due to power cable change. http://t.co/M6xQuxGQ4P",harbourfront,NE1,labrador park,CC27,CCL,NA
2161,3.93E+17,24/10/2013,"[CCL] On 27 Oct, 6-10am, travel time between #LabradorPark &amp; #HarbourFront will be longer due to power cable change. http://t.co/M6xQuxGQ4P",harbourfront,NE1,labrador park,CC27,CCL,NA
2162,3.93E+17,23/10/2013,"[CCL] On 27 Oct, 6-10am, travel time between #LabradorPark &amp; #HarbourFront will be longer due to power cable change. http://t.co/M6xQuxGQ4P",harbourfront,NE1,labrador park,CC27,CCL,NA
2163,3.93E+17,22/10/2013,"[CCL] On 27 Oct, 6-10am, travel time between #LabradorPark &amp; #HarbourFront will be longer due to power cable change. http://t.co/M6xQuxGQ4P",harbourfront,NE1,labrador park,CC27,CCL,NA
2164,3.92E+17,21/10/2013,"[CCL] On 27 Oct, 6-10am, travel time between #LabradorPark &amp; #HarbourFront will be longer due to power cable change. http://t.co/M6xQuxGQ4P",harbourfront,NE1,labrador park,CC27,CCL,NA
2174,3.88E+17,9/10/2013,[EWL]: Estimate 30 mins additional travelling time between #BoonLay and #JooKoon in both directions due to track fault.,boon lay,EW27,joo koon,EW29,EWL,NA
2176,3.87E+17,5/10/2013,[EWL]: Estimate 20 mins additional travelling time from #JurongEast to #Queenstown towards PasirRis due to train fault.,jurong east,NS1,pasir ris,EW1,EWL,NA
2178,3.86E+17,3/10/2013,[NSL]: Estimate 20 mins additional travelling time between #Yishun and #Woodlands due to train fault.,yishun,NS13,woodlands,NS9,NSL,NA
2182,3.84E+17,28/9/2013,[NSL]: Estimate 15 mins additional travelling time between #Woodlands and #AngMoKio due to train fault.,ang mo kio,NS16,woodlands,NS9,NSL,NA
2184,3.82E+17,24/9/2013,[NSL]: Estimate 20 mins additional travelling time from #DhobyGhaut to #MarinaBay towards MarinaBay due to train fault.,marina bay,NS27,dhoby ghaut,NS24,NSL,NA
2188,3.80E+17,18/9/2013,[NSL] UPDATE: No train service between #RafflesPlace and #MarinaBay on both bounds due to track fault. Estimate resuming time is 1540 hrs.,marina bay,NS27,raffles place,NS26,NSL,NA
2196,3.71E+17,24/8/2013,[EWL] UPDATE: Estimate 20 mins additional travel time between #Tampines and #PasirRis. We are working to recover service.,pasir ris,EW1,tampines,EW2,EWL,NA
2199,3.68E+17,14/8/2013,[EWL] UPDATE: Estimate 15 mins additional travel time from #TiongBahru towards #JooKoon due to train fault.,tiong bahru,EW17,joo koon,EW29,EWL,NA
2200,3.68E+17,14/8/2013,[EWL]: Estimate 15 mins additional travelling time from #TiongBahru to #Queenstown towards JooKoon due to train fault.,tiong bahru,EW17,queenstown,EW19,EWL,NA
2203,3.67E+17,14/8/2013,[CCL]: Estimate 5 mins additional travelling time from #BotanicGardens to #Caldecott towards DhobyGhaut due to track fault.,caldecott,CC17,dhoby ghaut,NS24,CCL,NA
2204,3.67E+17,14/8/2013,[NSL]: Estimate 20 mins additional travelling time from #Yishun to #Woodlands towards JurongEast due to train fault.,jurong east,NS1,yishun,NS13,NSL,NA
2206,3.64E+17,5/8/2013,[BPLRT]: Estimate 20 mins service delay from #Phoenix to #BukitPanjang due to power fault.,phoenix,BP5,bukit panjang,DT1,BPL,NA
2208,3.64E+17,3/8/2013,[EWL]: Estimate 10 mins additional travelling time between #Expo and #ChangiAirport in both directions due to track fault.,expo,CG1,changi airport,CG2,EWL,NA
2211,3.61E+17,27/7/2013,[CCL]UPDATE:Due to a track fault at CCL.Passengers travelling to #HarbourFront from#DhobyGhaut are advised to transfer at #Promenade.,promenade,CC4,harbourfront,NE1,CCL,NA
2212,3.61E+17,27/7/2013,[CCL]: Estimate 10 mins additional travelling time between #DhobyGhaut and #Promenade due to track fault.,promenade,CC4,dhoby ghaut,NS24,CCL,NA
2217,3.53E+17,4/7/2013,[CCL]:Estimate 20 mins delay for CCL train service due to communication equipment failure.,dhoby ghaut,CC1,harbourfront,CC29,CCL,NA
2220,3.53E+17,3/7/2013,[BPLRT] UPDATE: Estimate 10 mins additional travelling time for BPLRT train service due to track fault. Free bus services are available.,choa chu kang,BP1,fajar,BP10,BPL,NA
2225,3.50E+17,25/6/2013,[EWL]: Estimated 25 mins additional travelling time from #Kembangan to #Bedok towards PasirRis due to train fault.,pasir ris,EW1,bedok,EW5,EWL,NA
2227,3.49E+17,22/6/2013,[CCL]: Expect longer travel time(~15) between Caldecott &amp; HollandVillage stations due to power cable change. http://t.co/Wo7S6s3JZs,holland village,CC21,caldecott,CC17,CCL,NA
2230,3.48E+17,21/6/2013,"[CCL] On 23 Jun, 6-10am, travel time between Caldecott &amp; HollandVillage will be longer due to power cable change. http://t.co/Wo7S6s3JZs",holland village,CC21,caldecott,CC17,CCL,NA
2231,3.48E+17,20/6/2013,"[CCL] On 23 Jun, 6-10am, travel time between Caldecott &amp; HollandVillage will be longer due to power cable change. http://t.co/Wo7S6s3JZs",holland village,CC21,caldecott,CC17,CCL,NA
2236,3.47E+17,19/6/2013,[SBST] NEL: Estimate 30 minutes delay along North-East Line due to a train fault.,harbourfront,NE1,punggol,NE17,NEL,NA
2239,3.46E+17,16/6/2013,[NSL]: Estimate 4 mins additional travelling time from #AngMoKio to #Bishan towards MarinaBay due to track fault.,marina bay,NS27,ang mo kio,NS16,NSL,NA
2241,3.43E+17,8/6/2013,"[CCL]On 9 Jun,6-10am, travel time between Caldecott &amp; HollandVillage will be longer due to power cable change. http://t.co/Wo7S6s3JZs",holland village,CC21,caldecott,CC17,CCL,NA
2242,3.43E+17,7/6/2013,"[CCL]On 9 Jun,6-10am, travel time between Caldecott &amp; HollandVillage will be longer due to power cable change. http://t.co/Wo7S6s3JZs",holland village,CC21,caldecott,CC17,CCL,NA
2243,3.43E+17,6/6/2013,"[CCL]On 9 Jun,6-10am, travel time between Caldecott &amp; HollandVillage will be longer due to power cable change. http://t.co/Wo7S6s3JZs",holland village,CC21,caldecott,CC17,CCL,NA
2246,3.42E+17,4/6/2013,No train service earlier on SBST-operated Northeast Line b/w Outram &amp; Dhoby Ghaut stations both bounds due to a power fault,dhoby ghaut,NE6,outram park,NE3,NEL,NA
2255,3.40E+17,31/5/2013,[EWL] UPDATE: Due to a rail crack at #TiongBahru. Estimated 30 mins additional travel time from #JurongEast to #OutramPark toward #PasirRis.,jurong east,NS1,outram park,EW16,EWL,NA
2257,3.40E+17,31/5/2013,[EWL] UPDATE: Due to a rail crack at #TiongBahru. Estimated 20 mins additional travel time from #TiongBahru towards #OutramPark.,outram park,EW16,tiong bahru,EW17,EWL,NA
2263,3.40E+17,31/5/2013,[EWL]: Estimate 20 mins additional travelling time between #TanahMerah and #ChangiAirport in both directions due to track fault.,changi airport,CG2,tanah merah,EW4,EWL,NA
2268,3.40E+17,29/5/2013,"[NSL]UPDATE: Due to a track fault at #YioChuKang, as a safety precaution trains are travelling slower from #Woodlands to #DhobyGhaut.",yio chu kang,NS15,dhoby ghaut,NS24,NSL,NA
2272,3.40E+17,29/5/2013,[NSL]: Estimate 30 mins additional travelling time from #Woodlands to #AngMoKio towards MarinaBay due to track fault at Yio Chu Kang.,marina bay,NS27,yio chu kang,NS15,NSL,NA
2274,3.39E+17,27/5/2013,[EWL]: Estimate 10 mins additional travelling time from #JurongEast to #PasirRis due to an earlier train fault.,jurong east,NS1,pasir ris,EW1,EWL,NA
2276,3.38E+17,23/5/2013,[EWL] UPDATE: Estimate 25 mins additional travel time from #Aljunied to #TanahMerah towards PasirRis due to an earlier train fault.,pasir ris,EW1,aljunied,EW9,EWL,NA
2278,3.38E+17,23/5/2013,[EWL]: Estimate 20 mins additional travelling time from #PasirRis to #Eunos towards JooKoon due to train fault.,eunos,EW7,pasir ris,EW1,EWL,NA
2282,3.36E+17,18/5/2013,[CCL] Expect longer travel time (~15min) between Caldecott &amp; HollandVillage stations due to power cable change. http://t.co/ncAmAQI128,holland village,CC21,caldecott,CC17,CCL,NA
2287,3.36E+17,18/5/2013,NB svc btn MarinaBay &amp; Braddell delayed due to rail crack. Engineers deployed to secure rail joint. Trains travelling slower for safety.,marina bay,NS27,braddell,NS18,NSL,NA
2288,3.36E+17,18/5/2013,"Due to a rail crack near Braddell, trains are safe for travel and additional travel time of 30min from Marina Bay towards Bishan.",marina bay,NS27,bishan,NS17,NSL,NA
2290,3.36E+17,18/5/2013,[NSL] UPDATE: Due to a track fault near BDL station there will be estimated 20 mins additional traveling time towards #Bishan.,bishan,NS17,braddell,NS18,NSL,NA
2291,3.36E+17,18/5/2013,[NSL] UPDATE: Estimate 20 mins additional travel time from #DhobyGhaut towards #Bishan due to track fault.,dhoby ghaut,NS24,bishan,NS17,NSL,NA
2292,3.36E+17,18/5/2013,[NSL]: Estimated 10 mins additional travelling time from #DhobyGhaut to #Bishan towards JurongEast due to track fault.,jurong east,NS1,dhoby ghaut,NS24,NSL,NA
2295,3.35E+17,17/5/2013,"[CCL]:On 19 May,6-10am, travel time between Caldecott &amp; HollandVillage will be longer due to power cable change.",holland village,CC21,caldecott,CC17,CCL,NA
2297,3.35E+17,17/5/2013,[BPLRT]: Estimate 20 mins additional travelling time between #BukitPanjang and #ChoaChuKang due to train fault at #Phoenix.,bukit panjang,DT1,phoenix,BP5,BPL,NA
2299,3.35E+17,16/5/2013,"[CCL]:On 19 May,6-10am, travel time between Caldecott &amp; HollandVillage will be longer due to power cable change.",holland village,CC21,caldecott,CC17,CCL,NA
2300,3.35E+17,15/5/2013,"[CCL]:On 19 May,6-10am, travel time between Caldecott &amp; HollandVillage will be longer due to power cable change. http://t.co/IMwFZ4B2XT",holland village,CC21,caldecott,CC17,CCL,NA
2302,3.34E+17,12/5/2013,[EWL] UPDATE: Train traveling at a slower speed. Estimate 20 mins additional travel time from #PasirRis towards #JooKoon due to train fault.,pasir ris,EW1,joo koon,EW29,EWL,NA
2303,3.34E+17,12/5/2013,[EWL]: Estimate 10 mins additional travelling time from #Kembangan to #Eunos due to train fault.,eunos,EW7,kembangan,EW6,EWL,NA
2305,3.33E+17,11/5/2013,[CCL]Expect longer travel time (~10min) between Bishan &amp; BotanicGardens stations due to power cable change. http://t.co/IMwFZ4B2XT,botanic gardens,CC19,bishan,NS17,CCL,NA
2311,3.30E+17,3/5/2013,"[CCL]We're changing power cables 6-10am,19May to keep u on track.Schedule more travel time btwn BotanicGdns&amp;Farrer Rd http://t.co/IMwFZ4B2XT",botanic gardens,CC19,farrer road,CC20,CCL,NA
2312,3.30E+17,3/5/2013,"[CCL]We're changing power cables 6-10am,12May to keep u on track.Schedule more travel time btwn Marymount &amp; Caldecott http://t.co/IMwFZ4B2XT",marymount,CC16,caldecott,CC17,CCL,NA
2314,3.30E+17,2/5/2013,[NSL]: Estimate 20 mins additional travelling time between #Bishan and #MarinaBay due to track fault.,marina bay,NS27,bishan,NS17,NSL,NA
2318,3.29E+17,29/4/2013,"[NSL]UPDATE: Due to earlier track fault, trains will be travelling at a slower speed from Somerset towards Orchard.",orchard,NS22,somerset,NS23,NSL,NA
2319,3.29E+17,29/4/2013,"[NSL]UPDATE: Due to earlier track fault, trains will be travelling at a slower speed from MarinaBay towards Orchard.",marina bay,NS27,orchard,NS22,NSL,NA
2323,3.29E+17,29/4/2013,[NSL]UPDATE:Estimate 10 mins additional travel time from #MarinaBay towards #AngMoKio due to track fault.  Our staff are recovering service.,marina bay,NS27,ang mo kio,NS16,NSL,NA
2330,3.29E+17,29/4/2013,[NSL]:Estimate 10 mins additional travelling time from #MarinaBay to #AngMoKio towards JurongEast due to track fault.,jurong east,NS1,marina bay,NS27,NSL,NA
2338,3.23E+17,12/4/2013,[EWL]Train delays(~5mins) due to signalling fault btwn Tampines &amp; Pasir Ris stns. Pls listen to stn announcements &amp; plan travel accordingly.,pasir ris,EW1,tampines,EW2,EWL,NA
2339,3.23E+17,12/4/2013,[EWL]Signaling fault causing delay on East-West Line.Only one platform being used at Pasir Ris station.SMRT working on rectifying situation.,pasir ris,EW1,tuas link,EW33,EWL,NA
2346,3.19E+17,2/4/2013,[NSL]: Estimate 10 mins additional travelling time from #RafflesPlace to #MarinaBay towards MarinaBay due to track fault.,marina bay,NS27,raffles place,NS26,NSL,NA
2351,3.19E+17,2/4/2013,[BPLRT] No service at all BPLRT stations due to suspected power fault. Our staff is attending to recovery works.,choa chu kang,BP1,fajar,BP10,BPL,NA
2371,3.04E+17,19/2/2013,[NSL]: Estimate 15 mins additional travelling time from #MarinaBay to #Bishan towards JurongEast due to train fault.,jurong east,NS1,marina bay,NS27,NSL,NA
2374,3.02E+17,15/2/2013,"[EWL] UPDATE:Due to the earlier train fault at Raffles Place, estimate 8mins additional travelling time from #Bedok towards #Kallang.",kallang,EW10,bedok,EW5,EWL,NA
2375,3.02E+17,15/2/2013,"[EWL] UPDATE:Due to an earlier train fault at Raffles Place, estimate 15 mins additional travelling time from #PayaLebar towards #PasirRis.",paya lebar,EW8,pasir ris,EW1,EWL,NA
2376,3.02E+17,15/2/2013,"[EWL] Due to an earlier train fault, estimate 20 mins additional travelling time from #Bugis towards #PasirRis.",pasir ris,EW1,bugis,EW12,EWL,NA
2384,3.02E+17,13/2/2013,[NSL] UPDATE: Estimate 20 mins additional travel time between #MarinaBay and #Woodlands due an incident at Newton station.,marina bay,NS27,newton,NS21,NSL,NA
2397,2.99E+17,7/2/2013,[NSL]Estimated 10mins additional travelling time from Bishan toward Marina Bay due to train fault,marina bay,NS27,bishan,NS17,NSL,NA
2415,2.97E+17,1/2/2013,[BUS] UPDATE: Service 178 (Woodlands-Boon Lay) delayed up to 1hr due to external road accident.,boon lay,EW27,woodlands,NS9,EWL,NA
2434,2.94E+17,22/1/2013,[EWL]: Estimate 10 mins additional travelling time from #TiongBahru to #OutramPark towards PasirRis due to train fault.,outram park,EW16,pasir ris,EW1,EWL,NA
2459,2.89E+17,10/1/2013,Update from SBST: No NEL train service in both directions between Dhoby Ghaut &amp; HarbourFront stations due to a power fault.,dhoby ghaut,NS24,harbourfront,NE1,NEL,NA
2462,2.89E+17,10/1/2013,[SBST] NEL: Train service in both directions is delayed by about 15 minutes due to a power fault.,harbourfront,NE1,punggol,NE17,NEL,NA
2474,2.86E+17,31/12/2012,[EWL] UPDATE: Estimate 5 mins additional travel time from #Aljunied towards #JurongEast. We are working to recover service.,jurong east,NS1,aljunied,EW9,EWL,NA
2475,2.86E+17,31/12/2012,[EWL] UPDATE: Estimate 10 mins additional travel time from #TanahMerah towards #Clementi due to train fault.,clementi,EW23,tanah merah,EW4,EWL,NA
2482,2.86E+17,31/12/2012,[NSL] UPDATE: Estimate 5 mins additional travel time from #BukitBatok towards #MarinaBay. We are working to recover service.,marina bay,NS27,bukit batok,NS2,NSL,NA
2486,2.86E+17,30/12/2012,[CCL]: Estimate 5 mins additional travelling time from #PayaLebar to #MacPherson towards HarbourFront due to track fault.,paya lebar,EW8,harbourfront,NE1,CCL,NA
2501,2.82E+17,20/12/2012,[NEL] No train service between Punggol and Little India stations due to train fault.,little india,NE7,punggol,NE17,NEL,NA
2518,2.79E+17,13/12/2012,[EWL] UPDATE: Estimate 10 mins additional travel time from #Redhill towards #Clementi due to train fault.,clementi,EW23,redhill,EW18,EWL,NA
2523,2.78E+17,11/12/2012,[EWL]: Estimate 20 mins additional travelling time from #Kembangan to #PasirRis towards PasirRis due to train fault.,pasir ris,EW1,kembangan,EW6,EWL,NA
2584,2.65E+17,5/11/2012,[NSL]: Estimate 10 mins additional travelling time from #MarinaBay  to #Bishan towards JurongEast due to train fault.,jurong east,NS1,marina bay,NS27,NSL,NA
2597,2.64E+17,2/11/2012,[EWL]:Longer travelling time expected along EW line in the direction towards PasirRis due to track fault between #RafflesPlace and #CityHall,pasir ris,EW1,city hall,NS25,EWL,NA
2600,2.64E+17,2/11/2012,[CCL]: Estimate 5 mins additional travelling time from #HarbourFront to #PayaLebar on both bounds due to train fault.,paya lebar,EW8,harbourfront,NE1,CCL,NA
2612,2.64E+17,1/11/2012,[NSL]: Estimate 5 mins additional travelling time from #AngMoKio to #YioChuKang towards JurongEast due to train fault.,jurong east,NS1,yio chu kang,NS15,NSL,NA
2616,2.64E+17,1/11/2012,[EWL]: Estimate 5 mins additional travelling time from #Aljunied to #TanahMerah towards PasirRis due to train fault.,pasir ris,EW1,aljunied,EW9,EWL,NA
2625,2.64E+17,31/10/2012,[NSL]: Estimate 5 mins additional travelling time from #RafflesPlace to #MarinaBay towards MarinaBay due to train fault.,marina bay,NS27,raffles place,NS26,NSL,NA
2628,2.64E+17,31/10/2012,[EWL]: Estimate 5 mins additional travelling time from #BoonLay to #PasirRis towards PasirRis due to train fault.,pasir ris,EW1,boon lay,EW27,EWL,NA
2640,2.63E+17,30/10/2012,[EWL]: Estimate 5 mins additional travelling time from #PayaLebar to #Eunos towards PasirRis due to train fault.,eunos,EW7,paya lebar,EW8,EWL,NA
2674,2.62E+17,27/10/2012,[NSL]: Estimate 5 mins additional travelling time from #ChoaChuKang to #Yishun towards MarinaBay due to train fault.,marina bay,NS27,yishun,NS13,NSL,NA
2675,2.62E+17,27/10/2012,[CCL]: Estimate 5 mins additional travelling time from #TaiSeng to #Bartley towards HarbourFront due to track fault.,bartley,CC12,harbourfront,NE1,CCL,NA
2704,2.61E+17,25/10/2012,[CCL] UPDATE: No train service between #DhobyGhaut and #HarbourFront due to power fault for about 1 hour.Buses are being arranged.,harbourfront,NE1,dhoby ghaut,NS24,CCL,NA
2722,2.61E+17,24/10/2012,[NSL] UPDATE: Southbound trains towards #MarinaBay are running slower due to track fault at #MarinaBay.,jurong east,NS1,marina bay,NS27,NSL,NA
2727,2.61E+17,24/10/2012,[NSL] Trains are running slower than normal from #JurongEast towards #MarinaBay due to track fault. Please allow extra time for travel.,jurong east,NS1,marina bay,NS27,NSL,NA
2741,2.61E+17,23/10/2012,[NSL]: Estimate 5 mins additional travelling time from Newton to Ang Mo Kio towards Jurong East due to train fault.,jurong east,NS1,newton,NS21,NSL,NA
2766,2.60E+17,22/10/2012,[NSL]: Trains are running slightly slower than normal due to train fault from #Orchard to #MarinaBay towards MarinaBay.,marina bay,NS27,orchard,NS22,NSL,NA
2774,2.60E+17,22/10/2012,[EWL]: Estimate 5 mins additional travelling time from #JooKoon towards #PasirRis due to train fault.,pasir ris,EW1,joo koon,EW29,EWL,NA
2789,2.60E+17,21/10/2012,[EWL]: Estimate 5 mins additional travelling time from #PasirRis to #TanahMerah towards JooKoon due to train fault.,pasir ris,EW1,tanah merah,EW4,EWL,NA
2801,2.60E+17,20/10/2012,[NSL]: Estimate 5 mins additional travelling time from #JurongEast to #BukitBatok towards MarinaBay due to train fault.,jurong east,NS1,bukit batok,NS2,NSL,NA
2803,2.60E+17,20/10/2012,[NSL]: Estimate 5 mins additional travelling time from #Kranji to #YewTee towards JurongEast due to train fault.,jurong east,NS1,yew tee,NS5,NSL,NA
2828,2.59E+17,19/10/2012,Estimated 10 minutes additional traveling time from Tao Payoh towards Jurong East due to track fault.,toa payoh,NS19,jurong east,NS1,NSL,NA
2830,2.59E+17,19/10/2012,Estimated 5 minutes additional traveling time from Ang Mo Kio towards Jurong East due to track fault.,jurong east,NS1,ang mo kio,NS16,NSL,NA
2831,2.59E+17,19/10/2012,Estimated 5 minutes additional traveling time from Yio Chu Kang to Newton towards Marina Bay due to track fault.,marina bay,NS27,newton,NS21,NSL,NA
2832,2.59E+17,19/10/2012,Estimated 5 minutes additional traveling time from Woodlands to Choa Chu Kang towards Jurong Esat due to train fault.,choa chu kang,NS4,woodlands,NS9,NSL,NA
2857,2.58E+17,17/10/2012,[EWL]: Longer travelling time from #Lavender to #Eunos towards PasirRis due to train fault.,eunos,EW7,pasir ris,EW1,EWL,NA
2876,2.58E+17,16/10/2012,[EWL]: Estimate 15 mins additional travelling time from #JurongEast  to #Lakeside towards JooKoon due to train fault.,jurong east,NS1,lakeside,EW26,EWL,NA
2877,2.58E+17,16/10/2012,[EWL]: Estimate 15 mins additional travelling time from #Queenstown to #Lakeside towards JooKoon due to train fault.,lakeside,EW26,queenstown,EW19,EWL,NA
2882,2.58E+17,15/10/2012,[EWL]: Estimate 5 mins additional travelling time from #TanjongPagar to #Kallang towards PasirRis due to train fault.,tanjong pagar,EW15,pasir ris,EW1,EWL,NA
2903,2.58E+17,14/10/2012,[EWL] UPDATE: No train service from #PasirRis towards #Tampines  due to train fault. Buses are being arranged.,pasir ris,EW1,tampines,EW2,EWL,NA
2911,2.57E+17,14/10/2012,[EWL]: Estimate 5 mins additional travel time from #JooKoon towards #PasirRis due to a train fault.,pasir ris,EW1,joo koon,EW29,EWL,NA
2922,2.57E+17,14/10/2012,[EWL]: Estimate 10 mins additional travelling time from #TanahMerah to #ChangiAirport towards ChangiAirport due to track fault.,changi airport,CG2,tanah merah,EW4,EWL,NA
2936,2.57E+17,12/10/2012,[NSL]: Longer travelling time from #YioChuKang to #Braddell towards MarinaBay due to train fault.,marina bay,NS27,yio chu kang,NS15,NSL,NA
2953,2.56E+17,11/10/2012,[EWL] UPDATE: Estimate 5 mins additional travel time between #JurongEast and #JooKoon due to track fault.,jurong east,NS1,joo koon,EW29,EWL,NA
2955,2.56E+17,11/10/2012,[EWL] UPDATE: Estimate 5 mins additional travel time from #CityHall towards #TiongBahru due to train fault.,tiong bahru,EW17,city hall,NS25,EWL,NA
2987,2.55E+17,8/10/2012,[EWL]: Estimate 5 mins additional travelling time from #Aljunied to #RafflesPlace towards JooKoon due to train fault.,aljunied,EW9,joo koon,EW29,EWL,NA
3006,2.55E+17,7/10/2012,[EWL]: Emergency button activated at #TanahMerah due to customer's bag caught at train doors. Expect longer travel time towards #PasirRis.,pasir ris,EW1,tanah merah,EW4,EWL,NA
3036,2.54E+17,4/10/2012,[BPLRT]: Trains are delayed from #ChoaChuKang to #BukitPanjang. Estimated additional travel time: 6 mins,bukit panjang,DT1,choa chu kang,NS4,BPL,NA
3057,2.53E+17,2/10/2012,[EWL]: Trains are delayed from #Aljunied to #RafflesPlace towards JooKoon. Estimated additional travel time: 5 mins,aljunied,EW9,joo koon,EW29,EWL,NA
3060,2.53E+17,2/10/2012,[EWL]: Trains are delayed between #PasirRis and #Bedok in both directions. Estimated additional travel time: 5 mins,pasir ris,EW1,bedok,EW5,EWL,NA
3070,2.53E+17,1/10/2012,[EWL] UPDATE: Estimate 5 mins additional travel time from #Kallang towards #TanahMerah due to train fault.,kallang,EW10,tanah merah,EW4,EWL,NA
3071,2.53E+17,1/10/2012,[EWL] UPDATE: Estimate 5 mins additional travel time from #TanjongPagar towards #Kallang due to train fault.,tanjong pagar,EW15,kallang,EW10,EWL,NA
3072,2.53E+17,1/10/2012,[EWL] UPDATE: Estimate 5 mins additional travel time from #Queenstown towards #RafflesPlace due to train fault.,queenstown,EW19,raffles place,NS26,EWL,NA
3076,2.53E+17,1/10/2012,"[EWL]: Due to a train fault, trains are delayed from #BoonLay towards #BuonaVista.  Estimated additional travel time: 5 mins",boon lay,EW27,buona vista,EW21,EWL,NA
3132,2.51E+17,27/9/2012,[NSL] UPDATE: Estimate 5 mins additional travel time from #Marsiling towards #Admiralty due to train fault.,admiralty,NS10,marsiling,NS8,NSL,NA
3138,2.51E+17,27/9/2012,[NSL] : Estimate 3 mins additional travel time from #DhobyGhaut towards #MarinaBay due to emergency button activation by customer.,marina bay,NS27,dhoby ghaut,NS24,NSL,NA
3150,2.51E+17,26/9/2012,[NSL] : Estimate 5 mins additional travel time from #CityHall towards #MarinaBay due to emergency button activation by customer.,marina bay,NS27,city hall,NS25,NSL,NA
3152,2.51E+17,26/9/2012,[EWL]: Estimate 5 mins additional travel time from #TanjongPagar towards #JooKoon due to emergency button activation by customer.,tanjong pagar,EW15,joo koon,EW29,EWL,NA
3153,2.51E+17,25/9/2012,[NSL]: [Update]Earlier delay from #ChoaChuKang towards #JurongEast was due to obstruction detected when closing train door at #BukitGombak .,jurong east,NS1,bukit gombak,NS3,NSL,NA
3156,2.51E+17,25/9/2012,[NSL]: Trains are delayed from #ChoaChuKang to #JurongEast towards MarinaBay. Estimated additional travel time: 5 mins,jurong east,NS1,marina bay,NS27,NSL,NA
3161,2.50E+17,25/9/2012,[BPLRT]: Trains are delayed from #BukitPanjang to #Phoenix via TenMileJunction. Estimated additional travel time: 10 mins,phoenix,BP5,ten mile junction,BP14,BPL,NA
3165,2.50E+17,25/9/2012,[NSL] : Estimate 5 mins additional travel time from #Khatib towards #Novena due to train fault.,novena,NS20,khatib,NS14,NSL,NA
3180,2.50E+17,23/9/2012,[EWL]: Expect slight delay from #BoonLay towards #JooKoon due to emergency button activation by customer at #BoonLay.,boon lay,EW27,joo koon,EW29,EWL,NA
3192,2.50E+17,23/9/2012,[EWL]: Expect slight delay from #Aljunied towards #PayaLebar due to emergency button activation by customer at #Aljunied.,paya lebar,EW8,aljunied,EW9,EWL,NA
3209,2.50E+17,22/9/2012,[EWL]: Expect slight delay from #Expo towards #ChangiAirport due to emergency button activation by customer at #Expo.,expo,CG1,changi airport,CG2,EWL,NA
3219,2.49E+17,22/9/2012,[NSL]: Trains are delayed from #Kranji to #Woodlands towards MarinaBay. Estimated additional travel time: 3 mins,marina bay,NS27,kranji,NS7,NSL,NA
